player,pos,g,ast_per_game,blk_per_game,drb_per_game,e_fg_percent,fg_per_game,fg_percent,fga_per_game,ft_per_game,ft_percent,fta_per_game,gs,mp_per_game,orb_per_game,pf_per_game,pts_per_game,stl_per_game,tov_per_game,trb_per_game,x2p_per_game,x2p_percent,x2pa_per_game,x3p_per_game,x3p_percent,x3pa_per_game,all_star_selections,major_award_count,278.225,210.797,267.271
Chris Ford,SG,794,3.414,0.241,1.644,0.467,3.977,0.458,8.657,1.096,0.723,1.506,19.53,27.765,1.041,2.276,9.212,1.45,0.905,3.021,3.824,0.463,8.244,0.162,0.104,0.413,0,0,,,
Isaiah Stewart,C,240,1.254,1.014,5.104,0.547,3.57,0.502,7.211,1.307,0.729,1.84,43.388,25.876,2.451,2.712,9.208,0.435,1.24,7.583,2.887,0.558,5.192,0.702,0.332,2.019,0,0,,,
Si Green,SG,504,3.299,0,0,0.387,3.446,0.387,8.875,2.331,0.668,3.461,0,26.043,0,2.83,9.202,0,0,4.28,3.446,0.387,8.875,0,0,0,0,0,,,
Zaccharie Risacher,SF,5,1.2,1.2,1.8,0.406,3.4,0.354,9.6,1.4,0.583,2.4,3,25,1.4,2.6,9.2,0.8,1.2,3.2,2.4,0.444,5.4,1,0.238,4.2,0,0,,,
Cam Reddish,SF,222,1.233,0.369,2.191,0.472,3.192,0.397,7.992,1.695,0.822,2.037,22.113,23.859,0.581,1.776,9.2,1.057,1.212,2.754,1.968,0.458,4.318,1.176,0.326,3.67,0,0,,,
Bill Higgins,SG,15,2.1,0.1,1.1,0.442,4.1,0.439,9.3,1,0.652,1.5,0,23.2,0.3,2.7,9.2,0.5,2.7,1.4,4,0.448,8.9,0.1,0.2,0.3,0,0,,,
Kermit Washington,PF,507,1.37,1.086,5.345,0.512,3.522,0.512,6.677,2.207,0.649,3.318,0.17,25.276,2.999,3.211,9.198,0.798,1.253,8.366,3.522,0.512,6.677,0,0,0,1,0,,,
Ollie Darden,PF,223,1.011,0,2.4,0.428,3.63,0.427,8.395,1.836,0.689,2.681,0,21.603,1.404,3.136,9.196,0,1.614,6.183,3.63,0.429,8.36,0,0.131,0.065,0,0,,,
Darrell Armstrong,PG,840,4.037,0.113,1.921,0.47,3.166,0.398,7.741,1.736,0.852,1.995,30.501,23.712,0.779,1.67,9.179,1.354,1.852,2.703,2.056,0.459,4.446,1.108,0.326,3.289,0,2,,,
Charlie Black,F-C,136,2.285,0,0,0.277,3.213,0.277,11.279,2.762,0.587,4.56,0,0.86,0,4.071,9.179,0,0,0.229,3.213,0.277,11.279,0,0,0,0,0,,,
Tyrone Corbin,SF,1065,1.776,0.257,3.122,0.464,3.696,0.452,8.063,1.623,0.783,2.049,33.477,25.973,1.621,2.469,9.175,1.16,1.208,4.741,3.495,0.465,7.447,0.185,0.164,0.636,0,0,,,
George Ratkovicz,PF,343,2.31,0,0,0.366,2.912,0.366,7.841,3.356,0.666,4.983,0,17.078,0,3.638,9.163,0,0,5.67,2.912,0.366,7.841,0,0,0,0,0,,,
Bill Tosheff,PG,203,3.256,0,0,0.313,3.15,0.313,9.897,2.92,0.79,3.689,0,31.22,0,3.195,9.153,0,0,2.983,3.15,0.313,9.897,0,0,0,0,0,,,
Matt Geiger,C,552,0.701,0.625,3.635,0.505,3.688,0.503,7.398,1.757,0.723,2.4,26.234,22.136,2.092,2.949,9.15,0.557,1.342,5.728,3.679,0.508,7.244,0.022,0.19,0.126,0,0,,,
Bruce Hale,G-F,142,2.969,0,0,0.33,3.125,0.33,9.417,2.877,0.74,3.804,0,0,0,2.017,9.146,0,0,0.348,3.125,0.33,9.417,0,0,0,0,0,,,
Buck Johnson,SF,505,1.701,0.498,2.249,0.489,3.786,0.488,7.816,1.539,0.733,2.065,44.511,23.455,1.243,2.786,9.145,0.809,1.315,3.487,3.786,0.494,7.686,0,0.088,0.104,0,0,,,
Bob Ferry,C,634,1.43,0,0,0.429,3.5,0.429,8.122,2.101,0.658,3.171,0,20.241,0,2.268,9.139,0,0,5.288,3.5,0.429,8.122,0,0,0,0,0,,,
Al Skinner,SG,337,2.775,0.439,2.223,0.455,3.421,0.454,7.592,2.256,0.807,2.782,0,21.718,1.031,2.937,9.138,0.969,1.389,3.269,3.421,0.455,7.568,0,0.112,0.04,0,0,,,
John Tresvant,PF,559,1.447,0,0,0.451,3.434,0.451,7.601,2.268,0.703,3.289,0,21.982,0,3.126,9.136,0,0,6.345,3.434,0.451,7.601,0,0,0,0,0,,,
James Wiseman,C,148,0.78,0.675,4.006,0.576,3.859,0.571,6.828,1.307,0.686,1.943,16.358,18.905,1.579,2.483,9.134,0.225,1.155,5.585,3.749,0.586,6.462,0.109,0.144,0.392,0,0,,,
Shellie McMillon,PF,263,0.912,0,0,0.434,3.731,0.434,8.577,1.649,0.632,2.626,0,18.95,0,2.859,9.13,0,0,5.932,3.731,0.434,8.577,0,0,0,0,0,,,
Jerry Pettway,SG,87,1.413,0,0.19,0.347,3.749,0.339,11.025,1.461,0.658,2.172,0,21.117,0.152,1.7,9.122,0,1.151,3.474,3.575,0.345,10.351,0.175,0.245,0.762,0,0,,,
Duane Washington Jr.,PG,79,1.878,0.1,1.404,0.478,3.365,0.39,8.665,0.804,0.72,1.104,5.43,17.257,0.1,1.125,9.115,0.382,1.161,1.504,1.822,0.41,4.518,1.543,0.37,4.147,0,0,,,
Vinny Del Negro,SG,771,3.222,0.083,1.986,0.489,3.717,0.472,7.821,1.395,0.847,1.654,35.353,24.928,0.366,1.901,9.115,0.727,1.063,2.342,3.401,0.486,6.944,0.316,0.323,0.88,0,0,,,
Luke Jackson,PF,595,1.481,0.008,0.107,0.413,3.512,0.404,8.508,2.04,0.723,2.816,0.067,24.387,0.044,2.745,9.114,0.041,0.083,7.902,3.46,0.405,8.359,0.052,0.046,0.148,1,0,,,
Art Harris,SG,238,2.707,0,0,0.393,3.883,0.393,9.781,1.364,0.616,2.179,0,21.9,0,2.968,9.107,0,0,2.434,3.883,0.393,9.781,0,0,0,0,0,,,
Andy Phillip,G-F,701,5.37,0,0,0.369,3.334,0.369,9.009,2.481,0.679,3.557,0,21.923,0,2.736,9.107,0,0,3.424,3.334,0.369,9.009,0,0,0,5,0,,,
Jerry Reynolds,SF,443,2.04,0.568,1.92,0.425,3.203,0.42,7.679,2.641,0.728,3.522,16.411,18.903,1.056,1.521,9.102,1.107,1.627,2.97,3.149,0.428,7.388,0.058,0.272,0.267,0,0,,,
Dewitt Menyard,C,71,1.2,0,0,0.37,3.6,0.37,9.7,1.8,0.665,2.8,0,24.7,0,3.1,9.1,0,1.4,7.8,3.6,0.37,9.7,0,0,0,1,0,,,
Red Wallace,G,61,1,0,0,0.278,3.7,0.278,13.3,1.7,0.541,3.2,0,0,0,2.7,9.1,0,0,0,3.7,0.278,13.3,0,0,0,0,0,,,
Samuel Robinson,SF,134,1.148,0,2.553,0.441,3.987,0.44,8.935,1.162,0.779,1.486,0,21.366,1.472,1.896,9.097,0,0.872,4.063,3.925,0.444,8.773,0,0.131,0.124,0,0,,,
Tony Delk,PG,545,1.882,0.149,1.838,0.466,3.459,0.411,8.448,1.341,0.775,1.757,11.51,21.466,0.635,1.598,9.095,0.804,1.042,2.473,2.561,0.438,5.895,0.874,0.331,2.505,0,0,,,
P.J. Brown,C,1089,1.529,1.028,4.978,0.458,3.543,0.457,7.683,1.983,0.792,2.507,70.272,31.046,2.757,2.955,9.08,0.845,1.243,7.72,3.529,0.459,7.637,0.007,0.039,0.053,0,0,,,
Kent Benson,C,680,1.756,0.859,3.936,0.495,3.786,0.494,7.692,1.475,0.767,1.946,24.719,23.13,1.776,2.855,9.075,0.889,1.568,5.711,3.786,0.496,7.626,0,0.135,0.041,0,0,,,
Dino Martin,G,92,0.791,0,0,0.281,3.878,0.281,13.174,1.343,0.588,2.035,0,0,0,1.217,9.07,0,0,0,3.878,0.281,13.174,0,0,0,0,0,,,
Allen Crabbe,SG,381,1.153,0.291,2.514,0.525,3.2,0.42,7.588,0.997,0.81,1.221,20.097,23.94,0.276,2.025,9.065,0.586,0.754,2.82,1.587,0.461,3.407,1.634,0.386,4.181,0,0,,,
Bobby Lloyd,PG,125,1.814,0,0.697,0.417,2.875,0.408,7.126,3.114,0.871,3.561,0,18.862,0.214,2.322,9.065,0,1.354,1.793,2.768,0.409,6.811,0.154,0.381,0.314,0,0,,,
Rondae Hollis-Jefferson,SF,305,1.918,0.556,4.094,0.459,3.289,0.45,7.33,2.332,0.725,3.141,32.836,22.154,1.426,2.029,9.064,0.928,1.307,5.54,3.116,0.474,6.665,0.164,0.199,0.693,0,0,,,
Josh Childress,SG,391,1.561,0.468,2.85,0.531,3.434,0.513,6.562,1.947,0.668,2.503,13.138,26.679,1.86,1.855,9.06,0.865,1.134,4.728,3.175,0.542,5.806,0.258,0.295,0.775,0,0,,,
Rory Sparrow,PG,836,5.02,0.13,1.578,0.465,3.91,0.458,8.395,1.109,0.784,1.392,52.779,26.973,0.549,2.286,9.058,0.985,1.851,2.082,3.8,0.47,7.919,0.12,0.224,0.469,0,0,,,
Grant Simmons,PG,95,2.049,0,0.215,0.417,3.271,0.415,7.852,2.432,0.702,3.424,0,26.459,0.072,2.911,9.055,0,1.821,2.814,3.253,0.425,7.587,0.018,0.126,0.264,0,0,,,
Anthony Parker,SG,494,2.28,0.17,2.719,0.519,3.363,0.44,7.584,1.12,0.774,1.426,63.917,27.845,0.499,1.601,9.053,0.898,1.013,3.204,2.15,0.469,4.577,1.206,0.388,2.991,0,0,,,
Sid Tanenbaum,G,70,2.289,0,0,0.277,3.406,0.277,12.306,2.337,0.829,2.771,0,0,0,1.531,9.049,0,0,0,3.406,0.277,12.306,0,0,0,0,0,,,
Alvin Williams,SG,460,4.08,0.24,1.945,0.443,3.617,0.417,8.583,1.369,0.761,1.797,50.243,27.41,0.539,1.951,9.048,1.179,1.357,2.462,3.167,0.438,7.135,0.468,0.312,1.448,0,0,,,
Abdul Jeelani,SF,143,1.108,0.5,2.092,0.471,3.285,0.471,7.023,2.377,0.801,2.923,0,16.746,1.408,1.954,9.046,0.592,1.408,3.5,3.285,0.474,7.023,0,0,0.054,0,0,,,
Tracy Murray,SF,659,0.787,0.242,1.749,0.493,3.298,0.419,7.706,1.238,0.808,1.521,8.818,18.366,0.771,1.659,9.041,0.555,0.905,2.51,2.153,0.446,4.754,1.132,0.381,2.964,0,0,,,
Rudy Fernández,SG,249,2.206,0.188,1.937,0.509,2.957,0.398,7.457,1.444,0.836,1.732,2.815,23.946,0.531,1.469,9.039,1,1.15,2.444,1.3,0.459,2.819,1.657,0.358,4.595,0,0,,,
Rick Roberson,C,423,1.378,0.184,1.613,0.434,3.505,0.434,7.952,2.044,0.564,3.488,0,24.491,0.853,3.104,9.038,0.197,0,8.333,3.505,0.434,7.952,0,0,0,0,0,,,
Harold Pressley,SF,299,2.113,0.642,2.767,0.473,3.597,0.436,8.226,1.142,0.772,1.468,30.304,22.759,1.714,2.237,9.036,0.942,1.374,4.481,2.895,0.46,6.267,0.702,0.326,1.96,0,0,,,
Smush Parker,PG,274,2.907,0.158,2.007,0.486,3.319,0.421,7.777,1.336,0.711,1.869,53.08,25.798,0.423,2.215,9.035,1.236,1.823,2.4,2.253,0.476,4.706,1.055,0.333,3.071,0,0,,,
George McCloud,SF,766,2.32,0.242,2.187,0.468,3.223,0.398,8.004,1.397,0.801,1.725,17.8,22.754,0.874,2.157,9.032,0.764,1.395,3.06,2.02,0.43,4.662,1.197,0.35,3.359,0,0,,,
Gene Littles,PG,450,2.958,0.051,1.994,0.474,3.571,0.47,7.52,1.849,0.734,2.491,0,25.137,1.287,2.331,9.028,0.626,1.443,3.285,3.522,0.478,7.265,0.05,0.202,0.237,0,0,,,
De'Anthony Melton,PG,353,2.786,0.472,2.964,0.501,3.217,0.409,7.879,1.076,0.778,1.375,25.204,22.884,0.739,2.05,9.025,1.415,1.352,3.702,1.697,0.458,3.748,1.51,0.356,4.098,0,0,,,
Courtney Alexander,PG,187,1.22,0.1,1.549,0.434,3.507,0.421,8.322,1.835,0.813,2.235,19.198,21.772,0.66,1.999,9.025,0.599,1.099,2.179,3.267,0.426,7.641,0.24,0.329,0.651,0,0,,,
Nick Weatherspoon,SF,453,0.92,0.34,3.213,0.452,3.775,0.452,8.311,1.468,0.72,2.037,0,21.35,1.734,2.722,9.023,0.755,0.696,4.908,3.775,0.452,8.311,0,0,0,0,0,,,
Zaid Abdul-Aziz,C,505,1.195,0.401,2.217,0.425,3.512,0.425,8.202,2.016,0.717,2.769,0,21.838,1.005,2.23,9.023,0.26,0.029,8.042,3.512,0.425,8.202,0,0,0,0,0,,,
Don Boven,F-G,195,2.026,0,0,0.343,2.887,0.343,8.479,3.316,0.705,4.639,0,17.197,0,3.859,9.023,0,0,2.826,2.887,0.343,8.479,0,0,0,0,0,,,
Bilal Coulibaly,SF,67,1.766,0.77,3.236,0.519,3.209,0.444,7.145,1.637,0.71,2.243,14.343,27.606,0.966,2.218,9.021,0.936,1.466,4.201,2.149,0.515,4.043,1.06,0.35,3.013,0,0,,,
Harold Miner,SG,200,1.213,0.122,1.218,0.465,3.441,0.456,7.498,1.963,0.797,2.511,13.365,18.752,0.942,1.86,9.014,0.408,1.396,2.16,3.364,0.467,7.136,0.109,0.415,0.363,0,0,,,
Stan McKenzie,SG,396,1.543,0,0.033,0.429,3.253,0.429,7.288,2.547,0.787,3.203,0,18.884,0.008,2.264,9.014,0.008,0,2.817,3.253,0.429,7.288,0,0,0,0,0,,,
Shabazz Muhammad,SG,278,0.526,0.1,1.687,0.499,3.395,0.47,7.163,1.813,0.748,2.41,2.367,17.145,1.052,0.999,9.013,0.299,0.654,2.784,2.95,0.507,5.773,0.428,0.31,1.404,0,0,,,
Ben McLemore,SG,556,1.003,0.187,1.885,0.515,3.18,0.413,7.689,1.085,0.775,1.396,35.356,22.559,0.399,2.141,9.012,0.624,1.111,2.284,1.626,0.493,3.39,1.569,0.361,4.304,0,0,,,
Bill Closs,SF,186,1.853,0,0,0.315,3.241,0.315,10.291,2.489,0.716,3.423,0,6.006,0,2.545,9.005,0,0,3.27,3.241,0.315,10.291,0,0,0,0,0,,,
Zach Edey,C,6,0.3,0.3,2.8,0.593,4.2,0.581,7.2,0.5,0.3,1.7,6,17.7,2.2,3.3,9,0.5,0.5,5,4,0.6,6.7,0.2,0.333,0.5,0,0,,,
Willis Thomas,SG,62,0.9,0,0,0.442,3.9,0.442,8.9,1.1,0.742,1.5,0,17.2,0,1.7,9,0,1.5,1.8,3.9,0.444,8.8,0,0,0,0,0,,,
Hal Tidrick,F-G,61,1.7,0,0,0.315,3.2,0.315,10.1,2.7,0.8,3.4,0,0,0,3.1,9,0,0,0,3.2,0.315,10.1,0,0,0,0,0,,,
Rod Higgins,SF,779,1.618,0.468,2.407,0.492,3.195,0.459,6.839,2.168,0.793,2.692,18.366,22.079,1.22,2.187,8.999,0.609,0.989,3.607,2.754,0.491,5.523,0.442,0.298,1.327,0,0,,,
Bobby Simmons,SF,466,1.52,0.178,2.639,0.479,3.324,0.423,7.639,1.525,0.792,1.851,35.086,24.7,1.203,2.468,8.992,0.836,1.117,3.823,2.52,0.436,5.548,0.81,0.333,2.027,0,1,,,
Greivis Vásquez,PG,401,4.83,0.096,2.248,0.476,3.439,0.413,8.204,1.067,0.809,1.3,30.087,23.731,0.333,1.912,8.975,0.583,1.881,2.524,2.424,0.454,5.303,1.05,0.338,2.941,0,0,,,
Edgar Jones,PF,363,0.901,1.257,3.299,0.511,3.35,0.508,6.592,2.286,0.712,3.206,17.298,19.177,1.553,3.224,8.974,0.611,1.549,4.796,3.3,0.514,6.402,0.037,0.228,0.153,0,0,,,
Troy Hudson,PG,517,3.372,0.065,1.324,0.445,3.337,0.393,8.281,1.456,0.834,1.689,23.137,21.815,0.365,1.323,8.96,0.522,1.568,1.691,2.439,0.422,5.688,0.867,0.325,2.598,0,0,,,
Reggie Harding,C,205,1.68,0,0,0.417,3.819,0.417,9.302,1.32,0.607,2.172,0,26.982,0,2.81,8.958,0,0,9.071,3.819,0.417,9.302,0,0,0,0,0,,,
Mike Iuzzolino,PG,122,4.274,0.057,1.515,0.525,3.157,0.457,6.8,1.813,0.795,2.27,22.148,25.002,0.443,1.443,8.956,0.657,1.8,1.957,2.187,0.483,4.544,0.928,0.4,2.313,0,0,,,
Bob Warren,SG,486,1.846,0.051,1.769,0.456,3.168,0.444,7.129,2.458,0.812,3.088,0,20.38,1.427,2.301,8.944,0.14,1.743,3.181,2.935,0.462,6.377,0.188,0.235,0.753,0,0,,,
Slick Watts,PG,437,6.144,0.232,2.166,0.411,3.663,0.411,8.861,1.59,0.601,2.679,0,26.364,1.053,2.991,8.935,2.201,0.557,3.205,3.663,0.411,8.861,0,0,0,0,0,,,
Robert Pack,PG,552,4.638,0.064,1.532,0.436,3.14,0.426,7.417,2.408,0.784,3.072,11.953,20.751,0.474,1.885,8.926,1.112,2.393,2.018,2.953,0.437,6.708,0.21,0.205,0.703,0,0,,,
J.J. Barea,PG,831,3.935,0.022,1.791,0.482,3.406,0.422,8.052,1.125,0.794,1.423,8.286,19.594,0.314,1.409,8.921,0.394,1.523,2.104,2.418,0.459,5.248,0.988,0.349,2.789,0,0,,,
DeMarre Carroll,SF,578,1.251,0.251,3.11,0.491,3.124,0.425,7.273,1.518,0.739,2.052,39.548,23.661,1.127,1.954,8.917,0.907,0.869,4.237,1.981,0.48,4.086,1.135,0.298,3.183,0,0,,,
Bruce Seals,SF,348,1.033,0.591,2.804,0.423,3.703,0.42,8.738,1.484,0.674,2.214,0,21.448,1.371,3.035,8.914,0.649,0.588,4.229,3.659,0.427,8.459,0.045,0.047,0.279,0,0,,,
Darius Bazley,PF,237,1.199,0.763,4.425,0.484,3.26,0.421,7.881,1.414,0.672,2.068,30.692,23.361,0.808,0.971,8.91,0.569,1.212,5.233,2.277,0.485,4.677,1.002,0.321,3.186,0,0,,,
Al Attles,PG,711,3.486,0,0,0.446,3.518,0.446,7.82,1.866,0.628,2.965,0,25.067,0,3.406,8.909,0,0,3.47,3.518,0.446,7.82,0,0,0,0,0,,,
Charlie Tyra,C,348,0.915,0,0,0.381,3.508,0.381,8.996,1.909,0.672,2.85,0,22.46,0,2.848,8.906,0,0,7.382,3.508,0.381,8.996,0,0,0,0,0,,,
Bob Gross,SF,513,2.896,0.713,2.576,0.511,3.629,0.51,7.083,1.633,0.789,2.054,2.918,24.503,1.827,2.886,8.904,1.205,1.422,4.387,3.617,0.513,7.038,0.012,0.087,0.057,0,0,,,
Charlie Davis,SG,144,2.227,0,0.061,0.407,3.533,0.407,8.592,1.882,0.801,2.36,0,18.435,0.017,2.378,8.899,0.017,0,1.494,3.533,0.407,8.592,0,0,0,0,0,,,
Doug McDermott,SF,658,1.005,0.097,1.789,0.568,3.347,0.466,7.103,0.798,0.784,0.968,8.465,20.113,0.409,1.46,8.898,0.221,0.65,2.176,1.911,0.524,3.608,1.445,0.406,3.51,0,0,,,
Derrick Williams,PF,428,0.689,0.271,3.126,0.475,3.094,0.434,7.177,2.117,0.703,2.96,19.257,20.716,0.83,1.245,8.893,0.492,0.962,3.939,2.515,0.489,5.202,0.596,0.295,1.961,0,0,,,
Mario Chalmers,PG,646,3.731,0.164,2.132,0.498,2.988,0.416,7.192,1.749,0.795,2.187,45.961,26.698,0.336,2.715,8.891,1.457,1.859,2.457,1.825,0.474,3.853,1.174,0.346,3.33,0,0,,,
Reggie King,PF,438,1.583,0.347,4.255,0.501,3.446,0.501,6.716,2.007,0.703,2.887,22.612,25.905,1.92,2.299,8.891,0.849,1.464,6.162,3.446,0.501,6.716,0,0,0,0,0,,,
Bruce Brown,SG,416,2.506,0.506,3.203,0.518,3.488,0.477,7.238,1.306,0.761,1.731,42.575,25.135,1.051,2.392,8.889,0.93,1.105,4.239,2.872,0.524,5.417,0.611,0.33,1.836,0,0,,,
Earl Boykins,PG,652,3.209,0.041,0.93,0.451,3.174,0.416,7.627,1.907,0.853,2.188,3.646,19.879,0.437,1.006,8.887,0.613,1.153,1.339,2.6,0.436,5.939,0.59,0.336,1.682,0,0,,,
Paul Thompson,SF,154,1.457,0.53,2.132,0.44,3.712,0.434,8.558,1.43,0.792,1.815,15.11,20.152,1.36,2.302,8.884,0.934,1.055,3.445,3.595,0.448,8.027,0.1,0.212,0.532,0,0,,,
Moritz Wagner,C,338,1.192,0.293,2.881,0.573,3.167,0.513,6.045,1.871,0.819,2.254,8.328,16.465,0.993,2.233,8.878,0.476,1.125,3.864,2.459,0.623,3.875,0.708,0.322,2.187,0,0,,,
Victor Alexander,C,286,0.911,0.631,3.289,0.518,3.856,0.514,7.431,1.121,0.624,1.805,37.164,20.112,1.55,2.478,8.878,0.495,1.303,4.834,3.764,0.521,7.215,0.043,0.194,0.216,0,0,,,
Darrell Walker,PG,720,4.563,0.326,2.881,0.43,3.414,0.429,7.89,2.008,0.696,2.806,38.861,25.84,1.455,2.538,8.875,1.514,2.035,4.336,3.414,0.436,7.75,0,0.041,0.129,0,0,,,
Vern Gardner,SG,151,1.649,0,0,0.345,3.417,0.345,9.882,2.054,0.724,2.768,0,3.362,0,2.907,8.869,0,0,2.309,3.417,0.345,9.882,0,0,0,0,0,,,
Larry Bunce,C,129,0.74,0,1.214,0.421,2.986,0.421,7.133,2.881,0.711,4.011,0,23.807,0.584,2.475,8.863,0,1.495,6.367,2.986,0.422,7.133,0,0,0,1,0,,,
Santi Aldama,PF,176,1.602,0.653,3.716,0.526,3.276,0.447,7.295,1.078,0.691,1.543,21.017,21.755,1.123,1.592,8.862,0.559,0.884,4.84,2.064,0.567,3.645,1.212,0.312,3.697,0,0,,,
Jaylen Nowell,SG,197,1.839,0.181,1.726,0.506,3.421,0.444,7.644,1.125,0.801,1.374,1.041,17.026,0.479,1.401,8.856,0.465,0.716,2.165,2.448,0.533,4.596,0.949,0.313,3.048,0,0,,,
George Trapp,PF,379,0.997,0.191,1.515,0.443,3.765,0.443,8.431,1.366,0.748,1.82,0,18.133,0.656,2.749,8.855,0.313,0,3.86,3.765,0.443,8.431,0,0,0,0,0,,,
Jason Thompson,PF,588,1.063,0.702,4.44,0.498,3.593,0.496,7.229,1.647,0.65,2.545,54.338,25.21,2.16,2.981,8.854,0.493,1.275,6.599,3.585,0.5,7.152,0.008,0.039,0.051,0,0,,,
Ervin Inniger,SG,109,1.406,0,0.374,0.43,3.82,0.426,8.909,1.082,0.759,1.457,0,22.732,0.187,2.388,8.853,0,1.175,3.52,3.751,0.439,8.509,0.1,0.17,0.469,0,0,,,
José Calderón,SG,895,5.745,0.084,2.062,0.537,3.394,0.467,7.197,1.023,0.865,1.193,44.769,26.409,0.341,1.663,8.849,0.815,1.497,2.41,2.366,0.505,4.666,1.034,0.379,2.529,0,0,,,
McCoy McLemore,SF,580,1.262,0,0,0.397,3.352,0.397,8.528,2.135,0.774,2.744,0,21.066,0,2.496,8.842,0,0,5.457,3.352,0.397,8.528,0,0,0,0,0,,,
Michael Cooper,SG,873,4.186,0.602,2.315,0.502,3.448,0.468,7.376,1.446,0.832,1.763,8.488,27.079,0.833,2.657,8.841,1.179,1.63,3.158,2.966,0.495,5.919,0.491,0.291,1.44,0,1,,,
Geoff Huston,PG,496,5.077,0.062,0.961,0.479,3.699,0.477,7.664,1.41,0.707,1.973,28.504,24.696,0.407,1.701,8.825,0.66,1.804,1.368,3.679,0.481,7.569,0.02,0.261,0.129,0,0,,,
James Bailey,PF,595,0.805,0.864,3.318,0.478,3.433,0.478,7.093,1.944,0.703,2.771,11.417,19.536,1.678,3.318,8.825,0.521,1.795,5.006,3.433,0.479,7.074,0,0.069,0.019,0,0,,,
Chick Halbert,C,303,1.451,0,0,0.33,3.013,0.33,9.586,2.793,0.639,4.436,0,0,0,2.675,8.822,0,0,1.773,3.013,0.33,9.586,0,0,0,0,0,,,
Patty Mills,PG,897,2.223,0.077,1.35,0.534,3.136,0.423,7.437,0.821,0.846,0.946,9.482,20.156,0.292,1.287,8.821,0.621,0.952,1.651,1.449,0.481,3.031,1.693,0.384,4.395,0,0,,,
Joe Ellis,SF,524,1.358,0.019,0.162,0.393,3.721,0.393,9.315,1.391,0.713,1.923,0,19.773,0.067,2.665,8.819,0.067,0,5.117,3.721,0.393,9.315,0,0,0,0,0,,,
Dereck Lively II,C,60,1.242,1.367,4.4,0.743,3.983,0.743,5.4,0.758,0.517,1.558,38.5,23.508,2.558,2.7,8.817,0.725,0.908,6.958,3.983,0.748,5.308,0,0,0,0,0,,,
Jim Barnes,PF,454,0.835,0,0,0.432,3.413,0.432,7.934,1.976,0.69,2.9,0,20.826,0,3.309,8.817,0,0,6.461,3.413,0.432,7.934,0,0,0,0,0,,,
Mike Butler,SG,245,2.038,0,1.275,0.436,3.227,0.394,8.207,1.674,0.862,1.902,0,18.582,0.232,1.967,8.816,0,1.364,1.507,2.507,0.434,5.765,0.684,0.289,2.436,0,0,,,
Frank Kaminsky,C,413,1.571,0.361,3.097,0.51,3.178,0.438,7.363,1.442,0.747,1.922,6.966,19.762,0.747,1.485,8.814,0.446,0.755,3.811,2.127,0.498,4.391,1.035,0.354,2.977,0,0,,,
Don May,SF,379,1.023,0.022,0.318,0.443,3.573,0.443,7.86,1.679,0.811,2.1,0,17.457,0.067,1.97,8.809,0.067,0,3.455,3.573,0.443,7.86,0,0,0,0,0,,,
Noble Jorgensen,C,268,1.222,0,0,0.36,2.987,0.36,8.293,2.866,0.74,3.813,0,9.993,0,3.418,8.806,0,0,3.241,2.987,0.36,8.293,0,0,0,0,0,,,
Dennis Grey,C,62,0.842,0,3.594,0.408,3.09,0.408,7.497,2.623,0.536,4.871,0,22.429,1.958,3.426,8.803,0,2.11,5.552,3.09,0.409,7.497,0,0,0,0,0,,,
Ausar Thompson,SF,63,1.9,0.9,4.3,0.505,3.7,0.483,7.6,1.1,0.597,1.9,38,25.1,2,2.8,8.8,1.1,1.3,6.4,3.3,0.575,5.8,0.3,0.186,1.8,0,0,,,
Derrick Gervin,PF,77,0.473,0.3,1.409,0.438,3.309,0.431,7.655,2.009,0.773,2.6,2.909,14.064,0.891,1.764,8.8,0.491,0.745,2.3,3.236,0.443,7.236,0.073,0.182,0.391,0,0,,,
DeAndre Jordan,C,1055,0.937,1.462,7.003,0.672,3.554,0.672,5.3,1.665,0.484,3.461,55.591,25.752,2.952,2.468,8.782,0.531,1.328,9.967,3.55,0.673,5.3,0,0.056,0,1,0,,,
Sonny Hertzberg,G,293,2.11,0,0,0.298,3.233,0.298,10.798,2.271,0.788,2.89,0,0,0,2.11,8.76,0,0,0.887,3.233,0.298,10.798,0,0,0,0,0,,,
Duop Reath,C,71,0.987,0.587,2.215,0.542,3.269,0.452,7.046,0.958,0.711,1.341,19.155,17.27,1.354,2.299,8.758,0.479,0.779,3.573,2.011,0.535,3.573,1.258,0.365,3.477,0,0,,,
Dillard Crocker,PF,154,1.317,0,0,0.33,2.865,0.33,9.127,3.014,0.699,4.269,0,10.114,0,3.636,8.758,0,0,1.389,2.865,0.33,9.127,0,0,0,0,0,,,
Channing Frye,C,890,0.967,0.6,3.627,0.521,3.283,0.44,7.484,0.988,0.827,1.208,37.049,22.204,0.865,2.534,8.751,0.514,0.882,4.493,2.108,0.482,4.437,1.171,0.354,3.038,0,0,,,
John Bagley,PG,665,5.996,0.098,1.987,0.444,3.559,0.435,8.124,1.451,0.774,1.877,45.708,25.738,0.623,1.639,8.75,1.14,2.281,2.591,3.377,0.455,7.414,0.16,0.176,0.71,0,0,,,
Joakim Noah,C,672,2.838,1.299,5.831,0.493,3.356,0.493,6.821,2.058,0.68,2.946,50.415,27.756,3.193,2.795,8.747,0.787,1.679,9.021,3.356,0.494,6.773,0,0,0.01,2,1,,,
